uniqueID,siteID,year,replicate,grazing.compare,last.grazed,grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value,Smaller taxonomic rank,Pollution tolerance value,Functional feeding group,Habit
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Remenus,bilobatus,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Remenus,bilobatus,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Remenus,bilobatus,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Remenus,bilobatus,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Yugus,,,percent occurrence,count,4,Insecta,Sensitive,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Yugus,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Yugus,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Yugus,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Yugus,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Taeniopteryx,,,percent occurrence,count,4,Insecta,Sensitive,Shredder,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Taeniopteryx,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Taeniopteryx,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Taeniopteryx,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Taeniopteryx,,,percent occurrence,count,4,Insecta,Sensitive,Shredder,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Nigronia,fasciatus,,percent occurrence,count,4,Insecta,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Nigronia,fasciatus,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Nigronia,fasciatus,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Nigronia,fasciatus,,percent occurrence,count,5,Insecta,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Nigronia,fasciatus,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Glossosoma,nigrior,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Glossosoma,nigrior,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Glossosoma,nigrior,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Glossosoma,nigrior,,percent occurrence,count,5,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Glossosoma,nigrior,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Diplectrona,,,percent occurrence,count,42,Insecta,Sensitive,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Diplectrona,,,percent occurrence,count,83,Insecta,Sensitive,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Diplectrona,,,percent occurrence,count,30,Insecta,Sensitive,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Diplectrona,,,percent occurrence,count,9,Insecta,Sensitive,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Diplectrona,,,percent occurrence,count,4,Insecta,Sensitive,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Hydropsyche,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Hydropsyche,,,percent occurrence,count,17,Insecta,,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Hydropsyche,,,percent occurrence,count,65,Insecta,,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Hydropsyche,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Hydropsyche,,,percent occurrence,count,9,Insecta,,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Lepidostoma,,,percent occurrence,count,13,Insecta,Sensitive,Shredder,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Lepidostoma,,,percent occurrence,count,48,Insecta,Sensitive,Shredder,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Lepidostoma,,,percent occurrence,count,9,Insecta,Sensitive,Shredder,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Lepidostoma,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Lepidostoma,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Oecetis,,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Oecetis,,,percent occurrence,count,4,Insecta,,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Oecetis,,,percent occurrence,count,4,Insecta,,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Oecetis,,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Oecetis,,,percent occurrence,count,0,Insecta,,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Setodes,,,percent occurrence,count,29,Insecta,Sensitive,Collector-Gatherer,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Setodes,,,percent occurrence,count,4,Insecta,Sensitive,Collector-Gatherer,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Setodes,,,percent occurrence,count,9,Insecta,Sensitive,Collector-Gatherer,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Setodes,,,percent occurrence,count,0,Insecta,Sensitive,Collector-Gatherer,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Setodes,,,percent occurrence,count,0,Insecta,Sensitive,Collector-Gatherer,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Goera,,,percent occurrence,count,13,Insecta,Sensitive,Scraper,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Goera,,,percent occurrence,count,17,Insecta,Sensitive,Scraper,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Goera,,,percent occurrence,count,65,Insecta,Sensitive,Scraper,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Goera,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Goera,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Pycnopsyche,,,percent occurrence,count,13,Insecta,,Shredder,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Pycnopsyche,,,percent occurrence,count,9,Insecta,,Shredder,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Pycnopsyche,,,percent occurrence,count,0,Insecta,,Shredder,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Pycnopsyche,,,percent occurrence,count,0,Insecta,,Shredder,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Pycnopsyche,,,percent occurrence,count,4,Insecta,,Shredder,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Psilotreta,,,percent occurrence,count,63,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Psilotreta,,,percent occurrence,count,22,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Psilotreta,,,percent occurrence,count,22,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Psilotreta,,,percent occurrence,count,5,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Psilotreta,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Chimarra,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Chimarra,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Chimarra,,,percent occurrence,count,9,Insecta,,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Chimarra,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Chimarra,,,percent occurrence,count,0,Insecta,,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Wormaldia,,,percent occurrence,count,4,Insecta,Sensitive,Collector-Filterer,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Wormaldia,,,percent occurrence,count,9,Insecta,Sensitive,Collector-Filterer,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Wormaldia,,,percent occurrence,count,0,Insecta,Sensitive,Collector-Filterer,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Wormaldia,,,percent occurrence,count,0,Insecta,Sensitive,Collector-Filterer,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Wormaldia,,,percent occurrence,count,0,Insecta,Sensitive,Collector-Filterer,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Oligostomis,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Climber
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Oligostomis,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Climber
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Oligostomis,,,percent occurrence,count,17,Insecta,Sensitive,Predator,Climber
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Oligostomis,,,percent occurrence,count,5,Insecta,Sensitive,Predator,Climber
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Oligostomis,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Climber
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Ptilostomis,,,percent occurrence,count,0,Insecta,,Shredder,Climber
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Ptilostomis,,,percent occurrence,count,4,Insecta,,Shredder,Climber
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Ptilostomis,,,percent occurrence,count,9,Insecta,,Shredder,Climber
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Ptilostomis,,,percent occurrence,count,9,Insecta,,Shredder,Climber
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Ptilostomis,,,percent occurrence,count,0,Insecta,,Shredder,Climber
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Polycentropus,,,percent occurrence,count,8,Insecta,,Predator,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Polycentropus,,,percent occurrence,count,0,Insecta,,Predator,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Polycentropus,,,percent occurrence,count,0,Insecta,,Predator,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Polycentropus,,,percent occurrence,count,0,Insecta,,Predator,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Polycentropus,,,percent occurrence,count,0,Insecta,,Predator,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Lype,diversa,,percent occurrence,count,13,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Lype,diversa,,percent occurrence,count,13,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Lype,diversa,,percent occurrence,count,4,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Lype,diversa,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Lype,diversa,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Rhyacophila,,,percent occurrence,count,21,Insecta,Sensitive,Predator,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Rhyacophila,,,percent occurrence,count,26,Insecta,Sensitive,Predator,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Rhyacophila,,,percent occurrence,count,9,Insecta,Sensitive,Predator,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Rhyacophila,,,percent occurrence,count,0,Insecta,Sensitive,Predator,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Rhyacophila,,,percent occurrence,count,4,Insecta,Sensitive,Predator,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Agarodes,,,percent occurrence,count,4,Insecta,Sensitive,Shredder,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Agarodes,,,percent occurrence,count,26,Insecta,Sensitive,Shredder,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Agarodes,,,percent occurrence,count,65,Insecta,Sensitive,Shredder,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Agarodes,,,percent occurrence,count,5,Insecta,Sensitive,Shredder,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Agarodes,,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Fattigia,pele,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Fattigia,pele,,percent occurrence,count,4,Insecta,Sensitive,Shredder,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Fattigia,pele,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Fattigia,pele,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Fattigia,pele,,percent occurrence,count,0,Insecta,Sensitive,Shredder,Sprawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Neophylax,,,percent occurrence,count,13,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Neophylax,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Neophylax,,,percent occurrence,count,17,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Neophylax,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Neophylax,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Helichus,,,percent occurrence,count,4,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Helichus,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Helichus,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Helichus,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Helichus,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Dubiraphia,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Dubiraphia,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Dubiraphia,,,percent occurrence,count,4,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Dubiraphia,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Dubiraphia,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Optioservus,,,percent occurrence,count,83,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Optioservus,,,percent occurrence,count,83,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Optioservus,,,percent occurrence,count,52,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Optioservus,,,percent occurrence,count,9,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Optioservus,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Oulimnius,latiusculus,,percent occurrence,count,88,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Oulimnius,latiusculus,,percent occurrence,count,100,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Oulimnius,latiusculus,,percent occurrence,count,87,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Oulimnius,latiusculus,,percent occurrence,count,27,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Oulimnius,latiusculus,,percent occurrence,count,22,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Promoresia,,,percent occurrence,count,21,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Promoresia,,,percent occurrence,count,39,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Promoresia,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Promoresia,,,percent occurrence,count,9,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Promoresia,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Stenelmis,,,percent occurrence,count,29,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Stenelmis,,,percent occurrence,count,9,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Stenelmis,,,percent occurrence,count,35,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Stenelmis,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Stenelmis,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Tropisternus,,,percent occurrence,count,4,Insecta,,Predator,Generalist
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Tropisternus,,,percent occurrence,count,9,Insecta,,Predator,Generalist
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Tropisternus,,,percent occurrence,count,9,Insecta,,Predator,Generalist
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Tropisternus,,,percent occurrence,count,0,Insecta,,Predator,Generalist
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Tropisternus,,,percent occurrence,count,0,Insecta,,Predator,Generalist
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Psephenus,herricki,,percent occurrence,count,29,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Psephenus,herricki,,percent occurrence,count,4,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Psephenus,herricki,,percent occurrence,count,43,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Psephenus,herricki,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Psephenus,herricki,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Ectopria,,,percent occurrence,count,88,Insecta,,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Ectopria,,,percent occurrence,count,43,Insecta,,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Ectopria,,,percent occurrence,count,4,Insecta,,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Ectopria,,,percent occurrence,count,23,Insecta,,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Ectopria,,,percent occurrence,count,0,Insecta,,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Anchytarsus,,,percent occurrence,count,29,Insecta,,Shredder,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Anchytarsus,,,percent occurrence,count,39,Insecta,,Shredder,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Anchytarsus,,,percent occurrence,count,22,Insecta,,Shredder,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Anchytarsus,,,percent occurrence,count,0,Insecta,,Shredder,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Anchytarsus,,,percent occurrence,count,0,Insecta,,Shredder,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Blepharicera,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Blepharicera,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Blepharicera,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Blepharicera,,,percent occurrence,count,0,Insecta,Sensitive,Scraper,Clinger
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Blepharicera,,,percent occurrence,count,23,Insecta,Sensitive,Scraper,Clinger
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,91,Insecta,,,
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,73,Insecta,,,
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,85,Insecta,,,
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,100,Insecta,,,
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,Dixa,,,percent occurrence,count,8,Insecta,,Collector-Gatherer,Crawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,Dixa,,,percent occurrence,count,4,Insecta,,Collector-Gatherer,Crawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,Dixa,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Crawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,Dixa,,,percent occurrence,count,0,Insecta,,Collector-Gatherer,Crawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,Dixa,,,percent occurrence,count,9,Insecta,,Collector-Gatherer,Crawler
2662,1,2002,,ungrazed,12-15,cattle/ha,0,Arthropoda,,,,percent occurrence,count,4,Insecta,,Predator,Sprawler
2662,2,2002,,grazed,0.00,cattle/ha,1.04,Arthropoda,,,,percent occurrence,count,9,Insecta,,Predator,Sprawler
2662,3,2002,,grazed,0.00,cattle/ha,1.54,Arthropoda,,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,4,2002,,grazed,0.00,cattle/ha,2.13,Arthropoda,,,,percent occurrence,count,0,Insecta,,Predator,Sprawler
2662,5,2002,,grazed,0.00,cattle/ha,2.85,Arthropoda,,,,percent occurrence,count,4,Insecta,,Predator,Sprawler
