uniqueID,siteID,year,replicate,grazing.compare,last.grazed (year),grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value,Functional Group,Unit,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Native cover,se,10.6,NA,%,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Height,se,8.6,NA,cm,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Richness,se,1.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Exotic richness,se,0.1,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Native richness,se,1.2,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Vegetation cover,mean,53.7,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Grass cover,mean,31.9,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Forb cover,mean,4.4,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Shrub cover,mean,15.5,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Tree cover,mean,1.2,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Bare soil cover,mean,18,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Exotic cover,mean,22.6,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Native cover,mean,30.6,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Height,mean,28.1,NA,cm,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Richness,mean,4.7,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Exotic richness,mean,1.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Native richness,mean,3.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Vegetation cover,se,10.5,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Grass cover,se,4.8,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Forb cover,se,1.9,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Shrub cover,se,7.1,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Tree cover,se,1.2,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Bare soil cover,se,7.3,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Exotic cover,se,7.1,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Native cover,se,3.8,NA,%,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Height,se,5.7,NA,cm,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Richness,se,0.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Exotic richness,se,0.2,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Native richness,se,0.5,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,mean,115,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,mean,44.13,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,mean,25.6,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,mean,26.8,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,mean,17.5,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,mean,15.9,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,mean,10,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,mean,8,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,mean,8,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,se,19.9,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,se,3.35,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Total,se,1.8,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,se,3,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,se,1.7,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number morphospecies,se,1.4,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,ungrazed,35,0,#/100km2,Arthropoda,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,mean,95.6,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,mean,39.75,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,mean,20.8,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,24.6,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,18,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,15.5,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,mean,9.5,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,mean,8.5,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,mean,9,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,se,14.7,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,se,5.61,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Total,se,3,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,3,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,1.4,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.3,NA,NA,,,,,
1404,L.T. Murray,2003 (May),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,se,0.6,NA,NA,,,,,
1404,L.T. Murray,2003 (June),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,se,0.2,NA,NA,,,,,
1404,L.T. Murray,2003 (July),2,grazed,0,100,#/100km2,Plant,NA,NA,NA,Number orders,se,0,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,27.3,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,131.4,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,70.1,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,9.8,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,35.6,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,27.1,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,7,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,11,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,10,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,15.8,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,11.6,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,9.5,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.5,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,3.5,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.6,NA,NA,,,,,
1404,Oak creek,2003 (May),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,Oak creek,2003 (June),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0,NA,NA,,,,,
1404,Oak creek,2003 (July),2,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,mean,29.9,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,mean,136.8,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,mean,87.8,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,12.3,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,27.9,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,24.9,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,mean,7,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,mean,11,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,mean,8.5,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,se,2.6,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,se,14.2,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Total,se,22.9,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,3.2,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.6,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.7,NA,NA,,,,,
1404,Oak creek,2003 (May),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,se,0,NA,NA,,,,,
1404,Oak creek,2003 (June),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,Oak creek,2003 (July),2,grazed,0,240,#/100km2,Plant,NA,NA,NA,Number orders,se,0.2,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,57.2,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,90.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,mean,41.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,22.9,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,25.9,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,19.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,9.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,10.7,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,mean,8.7,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,23.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,21,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Total,se,5.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,3.5,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,4.2,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.1,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,ungrazed,55,0,#/100km2,Plant,NA,NA,NA,Number orders,se,0.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,mean,50.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,mean,118.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,mean,41.5,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,20,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,31,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,mean,18.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,mean,8.7,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,mean,11,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,mean,10.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,se,14.3,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,se,14.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Total,se,7.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,2.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,1.6,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number morphospecies,se,1.8,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,se,0.4,NA,NA,,,,,
1404,Sinlahekin,2003,3,grazed,0,1920,#/100km2,Plant,NA,NA,NA,Number orders,se,0.7,NA,NA,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,5.352941176,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,0,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,2,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,1.764705882,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,1,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,0,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,0,0,,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,1.352941176,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,1.470588235,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,1.235294118,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,mean,2.235294118,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,0.352941176,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,0.294117647,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,Reptilia,Phrynosoma,platyrhinos,NA,Number lizard scat,se,0.411764706,NA,#/315 m2,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,arthropoda,NA,NA,NA,Number ant species,mean,6.832116788,NA,NA,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,arthropoda,NA,NA,NA,Number ant species,mean,7.620437956,NA,NA,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,2,0,,arthropoda,NA,NA,NA,Number ant species,mean,5.868613139,NA,NA,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,arthropoda,NA,NA,NA,Number ant species,se,0.700729927,NA,NA,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,arthropoda,NA,NA,NA,Number ant species,se,1.401459854,NA,NA,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,0,0,,arthropoda,NA,NA,NA,Number ant species,se,0.613138686,NA,NA,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,mean,6.394160584,NA,NA,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,mean,6.569343066,NA,NA,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,mean,5.868613139,NA,NA,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,se,0.350364964,NA,NA,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,se,0.437956204,NA,NA,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,arthropoda,NA,NA,NA,Number ant species,se,0.262773723,NA,NA,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,Plant,NA,NA,NA,shrub cover,mean,12.9787234,NA,%,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,Plant,NA,NA,NA,shrub cover,mean,15.31914894,NA,%,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,2,0,,Plant,NA,NA,NA,shrub cover,mean,12.34042553,NA,%,,,,,
1399,shrubsteppe bajada,2001,7,ungrazed,0,0,,Plant,NA,NA,NA,shrub cover,se,1.914893617,NA,%,,,,,
1399,shrubsteppe bajada,2002,7,ungrazed,1,0,,Plant,NA,NA,NA,shrub cover,se,1.70212766,NA,%,,,,,
1399,shrubsteppe bajada,2003,7,ungrazed,0,0,,Plant,NA,NA,NA,shrub cover,se,1.70212766,NA,%,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,mean,14.25531915,NA,%,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,mean,10.63829787,NA,%,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,mean,8.29787234,NA,%,,,,,
1399,shrubsteppe bajada,2001,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,se,1.489361702,NA,%,,,,,
1399,shrubsteppe bajada,2002,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,se,2.127659574,NA,%,,,,,
1399,shrubsteppe bajada,2003,21,grazed,0,4116,AUMs,Plant,NA,NA,NA,shrub cover,se,1.489361702,NA,%,,,,,
1414,Otago/Moeraki,1992;1993,13,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,mean,0.872727273,NA,pellets/m2,,,,,
1414,Otago/Moeraki,1992;1993,6,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,mean,1.115151515,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,7,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,mean,0.23030303,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,4,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,mean,0.309090909,NA,pellets/m2,,,,,
1414,Otago/Moeraki,1992;1993,13,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,upper 95% CI,1.515151515,NA,pellets/m2,,,,,
1414,Otago/Moeraki,1992;1993,6,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,upper 95% CI,2.793939394,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,7,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,upper 95% CI,0.4,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,4,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,upper 95% CI,0.551515152,NA,pellets/m2,,,,,
1414,Otago/Moeraki,1992;1993,13,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,lower 95% CI,0.248484848,NA,pellets/m2,,,,,
1414,Otago/Moeraki,1992;1993,6,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,lower 95% CI,0,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,7,grazed,0,NA,NA,Aves,Megadyptes,antipodes,NA,abundance,lower 95% CI,0.072727273,NA,pellets/m2,,,,,
1414,Catlins,1992;1993,4,ungrazed,NA,0,NA,Aves,Megadyptes,antipodes,NA,abundance,lower 95% CI,0.072727273,NA,pellets/m2,,,,,
1466,Los Banos Wildlife Area,1996,4,ungrazed,1,0,NA,Aves,Aves,NA,NA,abundance,mean,0.59,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1996,4,ungrazed,1,0,NA,Aves,Aves,NA,NA,abundance,se,0.34,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1996,4,grazed,0,70,cows,Aves,Aves,NA,NA,abundance,mean,2.18,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1996,4,grazed,0,70,cows,Aves,Aves,NA,NA,abundance,se,0.34,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1997,4,ungrazed,2,0,NA,Aves,Aves,NA,NA,abundance,mean,0.39,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1997,4,ungrazed,2,0,NA,Aves,Aves,NA,NA,abundance,se,0.32,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1997,4,grazed,0,70,cows,Aves,Aves,NA,NA,abundance,mean,0.65,NA,nests/ha,,,,,
1466,Los Banos Wildlife Area,1997,4,grazed,0,70,cows,Aves,Aves,NA,NA,abundance,se,0.32,NA,nests/ha,,,,,
1486,Swiss National park (short-grass),2013,9,grazed,0,NA,NA,arthropoda,NA,NA,NA,abundance,mean,163.030303,invertebrate herbivores,pitfall traps,,,,,
1486,Swiss National park (short-grass),2013,9,ungrazed,5,0,NA,arthropoda,NA,NA,NA,abundance,mean,235.7575758,invertebrate herbivores,pitfall traps,,,,,
1486,Swiss National park (short-grass),2013,9,grazed,0,NA,NA,arthropoda,NA,NA,NA,abundance,se,31.51515152,invertebrate herbivores,pitfall traps,,,,,
